job_title,job_title
Quality Engineer - Data Scientist,1
"Quality and Reliability Data Scientist - Staff in Longmont, CO",1
Quantitative Analytics Consultant 3 (Lead Data Scientist/Enterprise Complaints),1
Quantitative Analytics Senior - Data Scientist,2
Quantitative Data Scientist,3
Quantitative Marketing Analyst / Data Scientist,1
R&D Engineer / Data Scientist,1
RESEARCH DATA SCIENTIST,4
RESEARCH DATA SCIENTIST (GEOSPATIAL) - INTERMEDIAT,1
RET Design Engineer / Data Scientist,1
Recent Graduate Program: Data Scientist,1
Remote Data Analyst / Data Scientist,1
"Research Analyst (Data Scientist), Institutional Research",1
Research Analyst IV* (Data Scientist) (7141),2
Research Data Scientist,11
Research Data Scientist / Engineer,1
Research Data Scientist Intern,2
"Research Data Scientist in Washington, DC",1
"Research Data Scientist, Mid",1
"Research Data Scientist, Senior",3
Research Data Scientist: Geospatial,1
"Research Specialist, Senior - Data Scientist",2
Retail Data Analyst/Data Scientist,1
Revenue Cycle Data Scientist,1
"Revenue Modeling Data Scientist in San Francisco, CA",1
Risk & Market Strategy/Data Scientist,1
Risk Adjustment Data Scientist,1
Risk Analytics Data Scientist,1
Risk Analytics Data Scientist Senior Consultant,1
Risk Analytics Data Scientist Senior Consultant (Liquidity Risk),5
Risk Analytics/Data Scientist Specialist,1
Risk Modelling Data Scientist,1
Robotics Data Scientist,2
SAS Data Scientist,2
SCFC Data Scientist,1
SENIOR DATA SCIENTIST,9
SENIOR DATA SCIENTIST  - BE PART OF LIVE EVENTS ALL THE TIME!!!,1
"SENIOR DATA SCIENTIST (MACHINE LEARNING 
-RANKING)",1
SENIOR DATA SCIENTIST - AWS - DALLAS - $145K,1
"SENIOR DATA SCIENTIST - Los Angeles, CA",1
SENIOR DATA SCIENTIST - MARKETING ANALYTICS,2
"SENIOR DATA SCIENTIST, DATA ENGINEERING",1
SENIOR DATA SCIENTIST- AWS- DALLAS -$135K,2
SENIOR DATA SCIENTIST- AWS- MINNESOTA-$160K- REMOTE,1
SENIOR DATA SCIENTIST- AWS- MINNESOTA-$160K- UNLIMITED PTO,1
SENIOR DATA SCIENTIST- LOS ANGELES,2
SENIOR LEAD DATA SCIENTIST,1
SENIOR ML DATA SCIENTIST - AWS - MINNESOTA - $160K - REMOTE,1
SMTS- Data Scientist/Data Analyst,1
SR DATA SCIENTIST,10
SR Data Scientist,3
SR Data Scientist - NYC,2
SR LEAD DATA SCIENTIST,1
SR Machine Learning Data Scientist - Computer Software - $160k,1
SR RESEARCH DATA SCIENTIST,2
SR. DATA SCIENTIST,5
SR. Data Scientist,2
SR. NLP DATA SCIENTIST / ANALYTIC CONSULTANT 5,6
SVP Chief Data Scientist,1
SVP Data Scientist Lead,1
SWE Data Scientist,1
Safety Data Scientist,1
Sales Engineer (Data Scientist),2
Sales Operations - Data Scientist,4
Samples Data Scientist,1
Scientific Data Scientist,1
Seafood & Food Security Data Scientist (15933),2
Seafood &amp; Food Security Data Scientist (15933),1
Seafood &amp;amp; Food Security Data Scientist (15933),1
Secret Cleared Senior Data Scientist,1
Security Data Scientist,6
Security Specialist- Data Scientist,1
Senior - Data Scientist,1
Senior - Technology Security - Data Scientist,2
Senior -Data Scientist,1
Senior / Lead Data Scientist - AWS / ML / Python Required,1
Senior AWS Data Scientist - Irvine - Start Up Opportunity,1
Senior Applied Data Scientist,2
"Senior Applied Data Scientist - Machine Learning in Redwood City, CA",1
Senior Associate Data Scientist,1
Senior Associate Principal Data Scientist – R&D,1
"Senior Associate, Data Scientist",1
"Senior Associate, Data Scientist, Machine Learning",1
"Senior Associate, Digital Health Data Scientist",2
Senior Atmospheric Data Scientist,1
"Senior Big Data Scientist - Cambridge, MA - $140-160K",2
Senior Bioinformatics Information & Data Scientist,2
Senior Biological Data Scientist,1
"Senior Computational Biologist ( Senior Genomic Data Scientist ) in Lehi, UT",1
"Senior Computational Biologist ( Senior Genomic Data Scientist ) in San Francisco, CA",1
"Senior Computational Biologist (Senior Genomic Data Scientist) in Lehi, UT",1
"Senior Computational Biologist (Senior Genomic Data Scientist) in San Francisco, CA",1
Senior Computational Biologist / Bioinformatics Data Scientist - Nutrition and Technology Solutions,3
Senior Cybersecurity Data Scientist,1
"Senior Cybersecurity Data Scientist - Livermore, CA",1
Senior Data Analyst / Data Scientist - Maps Content Team,3
Senior Data Analyst/Data Scientist,1
Senior Data Integration Developer/ Data Scientist,1
Senior Data Scientist,644
Senior Data Scientist (Big Data),1
Senior Data Scientist (Bioinformatics),1
"Senior Data Scientist (Business Information Analyst Sr), Chicago – PS18455",2
Senior Data Scientist (CONTINGENT),2
Senior Data Scientist (Economics),1
Senior Data Scientist (GEC11902),5
Senior Data Scientist (Healthcare),1
Senior Data Scientist (Image Processing),3
Senior Data Scientist (Machine Learning) - Biotech,3
Senior Data Scientist (NY),1
Senior Data Scientist (PERM),1
Senior Data Scientist (Publisher Hub),1
Senior Data Scientist (PwC Labs),1
"Senior Data Scientist (Python, Tensorflow, Predictive Analytics)",14
Senior Data Scientist (Quantitative Analytics),1
Senior Data Scientist (Relo to Boston),1
Senior Data Scientist (Remote),3
Senior Data Scientist (SF),1
Senior Data Scientist (TS SCI),1
Senior Data Scientist (mostly from home!),1
Senior Data Scientist *Relocation Offered*,6
Senior Data Scientist - 17 weeks teaching in Saudi Arabia!,3
Senior Data Scientist - AWS,1
"Senior Data Scientist - Aerial Imagery in Bothell, WA",1
Senior Data Scientist - Analytics,6
Senior Data Scientist - Analytics Solutions,5
"Senior Data Scientist - Analytics in New York, NY",1
"Senior Data Scientist - Analytics in Seattle, WA",1
Senior Data Scientist - Anti-Fraud,3
Senior Data Scientist - Artificial Intelligence,3
Senior Data Scientist - Authorship,1
Senior Data Scientist - Aviation,1
"Senior Data Scientist - Baltimore, Maryland / Remote",1
"Senior Data Scientist - Big Data, AI",1
Senior Data Scientist - Bioinformatician,2
Senior Data Scientist - BlackLocus,2
"Senior Data Scientist - Boston, MA",1
"Senior Data Scientist - Boston, MA location",1
"Senior Data Scientist - Broomfield, CO",1
Senior Data Scientist - Business Analytics,1
"Senior Data Scientist - Cambridge, MA - $140-160K",1
Senior Data Scientist - Clean Energy,1
Senior Data Scientist - Computer Vision,1
Senior Data Scientist - Corn Modeling,2
Senior Data Scientist - Corporate Training & Passion Projects!,6
Senior Data Scientist - Credit & Collections,2
Senior Data Scientist - Credit Modeler,1
Senior Data Scientist - Cyber Security Analytics,1
Senior Data Scientist - Data Integration & Automation,1
Senior Data Scientist - Data Management and Automation,3
"Senior Data Scientist - Deep Learning in Mountain View, CA",1
"Senior Data Scientist - Deep Statistics, Insurance/Finance",3
Senior Data Scientist - Demand Forecasting / Supply Chain Science,2
Senior Data Scientist - E-Commerce / Adtech,6
Senior Data Scientist - Econometrics Forecasting Data Scientist,2
Senior Data Scientist - Executive Projects and New Solutions,2
"Senior Data Scientist - Graph in Mountain View, CA",1
"Senior Data Scientist - Growth Analytics in Redwood City, CA",1
Senior Data Scientist - Health Insurance,1
"Senior Data Scientist - Healthcare in Cincinnati, OH",1
"Senior Data Scientist - Healthcare, Predictive Analytics",21
Senior Data Scientist - Infectious Disease and Infection Prevention,2
Senior Data Scientist - Infectious Disease and Infection Prevention Research,3
"Senior Data Scientist - Infectious Disease and Infection Prevention in Charlotte, NC",1
Senior Data Scientist - Insurance Predictive Analytics,5
Senior Data Scientist - League of Legends,1
Senior Data Scientist - Machine Learning,2
"Senior Data Scientist - Machine Learning / AI / NLP in Philadelphia, PA",1
"Senior Data Scientist - Machine Learning Engineer in Mountain View, CA",1
"Senior Data Scientist - Machine Learning in Dallas, TX",1
"Senior Data Scientist - Machine Learning, Python, Matlab",1
"Senior Data Scientist - Machine Learning, Python, Tableau",5
"Senior Data Scientist - Manufacturing, Supply Chain Management",2
Senior Data Scientist - Mental health start up!,1
Senior Data Scientist - Modeling,15
"Senior Data Scientist - NLP, Python, Java",2
Senior Data Scientist - NYC,1
Senior Data Scientist - Nationwide Opportunities,3
"Senior Data Scientist - Networking (5G) in Redwood City, CA",1
"Senior Data Scientist - New Construction in Seattle, WA",1
Senior Data Scientist - New York,1
Senior Data Scientist - New York City location,1
"Senior Data Scientist - Novi, MI",1
Senior Data Scientist - Operations,2
"Senior Data Scientist - Operations in Chicago, IL",1
Senior Data Scientist - Payment Systems Risk,1
"Senior Data Scientist - Pittsburgh, PA",1
Senior Data Scientist - Predictive Analytics,6
Senior Data Scientist - Predictive Modeling/Insurance,8
Senior Data Scientist - Predictive Modeling/Insurance/Healthcare,9
Senior Data Scientist - Product Analytics,4
"Senior Data Scientist - Product Analytics in San Francisco, CA",1
"Senior Data Scientist - Python, Machine Learning, SQL",2
"Senior Data Scientist - Python, MongoDB, SQL",1
"Senior Data Scientist - QuantumBlack in Boston, MA",1
"Senior Data Scientist - QuantumBlack in Chicago, IL",1
Senior Data Scientist - REMOTE,3
Senior Data Scientist - Recommender Systems,1
Senior Data Scientist - Richmond,1
"Senior Data Scientist - Richmond, Virginia",1
Senior Data Scientist - SAP Business Network,1
Senior Data Scientist - SS&C Technologies,3
Senior Data Scientist - Sales,4
Senior Data Scientist - San Francisco,4
"Senior Data Scientist - San Francisco, CA",4
"Senior Data Scientist - Smart Audio Platform in New York, NY",1
"Senior Data Scientist - Strategy in New York, NY",1
Senior Data Scientist - Subsurface & Wells,1
Senior Data Scientist - TMA & PhD,7
"Senior Data Scientist - Tallahassee, FL - $150k-$170k",1
Senior Data Scientist - Tech Sam's Club,2
Senior Data Scientist - Technology,3
Senior Data Scientist - Telecommute,2
"Senior Data Scientist - Translational Informatics in Boston, MA",1
"Senior Data Scientist - Translational Informatics in Frederick, MD",1
"Senior Data Scientist - Translational Informatics in Redwood City, CA",1
Senior Data Scientist - W2,1
Senior Data Scientist - Will Relocate,1
Senior Data Scientist - ZC1,1
Senior Data Scientist -Boston-145K+,3
"Senior Data Scientist -Mountain View, CA",1
Senior Data Scientist / AI Specialist,3
Senior Data Scientist / Analyst,1
Senior Data Scientist / Artificial Intelligence / Machine Learning / AI/ML Scientist,7
Senior Data Scientist / Data Engineer,1
"Senior Data Scientist / Data Scientist, Research Informatics in La Jolla, CA",1
Senior Data Scientist / Data scientists / Data Analytics,1
Senior Data Scientist / Machine Learning,1
Senior Data Scientist / Modeler,2
Senior Data Scientist / Pre-Sales Support,1
"Senior Data Scientist / Strategic Analysis in Tampa, FL",1
Senior Data Scientist / Strategic Consultant (Patient Access),1
Senior Data Scientist 4 - TS/SCI,2
Senior Data Scientist :: VK (9),1
"Senior Data Scientist AI / ML in San Jose, CA",1
Senior Data Scientist AI/ML,1
Senior Data Scientist Analyst,1
Senior Data Scientist Consultant,2
"Senior Data Scientist Fort Lauderdale, FL $130-150K",1
"Senior Data Scientist Fort Lauderdale, FL $135-145K",1
"Senior Data Scientist Geology, Data Management",1
Senior Data Scientist I – R&D,2
Senior Data Scientist Lead for Computer Vision,2
Senior Data Scientist Machine Learning - TS/SCI w/ Poly Required,1
Senior Data Scientist Manager,1
"Senior Data Scientist Miami, FL $125-140K",1
Senior Data Scientist Personalization,2
Senior Data Scientist TS/SCI with CI Poly,1
Senior Data Scientist for Machine Learning,1
"Senior Data Scientist in Ada, MI",1
"Senior Data Scientist in Alpharetta, GA",1
"Senior Data Scientist in Arlington, VA",4
"Senior Data Scientist in Atlanta, GA",2
"Senior Data Scientist in Austin, TX",2
"Senior Data Scientist in Baltimore, MD",1
"Senior Data Scientist in Bellevue, WA",1
"Senior Data Scientist in Boston, MA",1
"Senior Data Scientist in Broomfield, CO",1
"Senior Data Scientist in Carlsbad, CA",1
"Senior Data Scientist in Chicago, IL",5
"Senior Data Scientist in Columbus, OH",1
"Senior Data Scientist in Denver, CO",1
"Senior Data Scientist in Durham, NC",1
"Senior Data Scientist in Edison, NJ",2
"Senior Data Scientist in Green Bay, WI",1
"Senior Data Scientist in Greenville, SC",1
"Senior Data Scientist in Herndon, VA",1
"Senior Data Scientist in High Point, NC",1
"Senior Data Scientist in Irvine, CA",2
"Senior Data Scientist in Kansas City, MO",1
"Senior Data Scientist in Los Angeles, CA",1
"Senior Data Scientist in Mc Lean, VA",1
"Senior Data Scientist in Minneapolis, MN",1
"Senior Data Scientist in Mountain View, CA",6
"Senior Data Scientist in New York, NY",5
"Senior Data Scientist in Palo Alto, CA",10
"Senior Data Scientist in Pasadena, CA",1
"Senior Data Scientist in Portland, OR",1
"Senior Data Scientist in Reston, VA",1
"Senior Data Scientist in San Diego, CA",1
"Senior Data Scientist in San Francisco, CA",7
"Senior Data Scientist in San Jose, CA",2
"Senior Data Scientist in San Mateo, CA",2
"Senior Data Scientist in Santa Ana, CA",1
"Senior Data Scientist in Santa Barbara, CA",1
"Senior Data Scientist in Seattle, WA",3
"Senior Data Scientist in Suitland, MD",2
"Senior Data Scientist in Woodbridge, NJ",1
"Senior Data Scientist – Experimentation in Boston, MA",1
"Senior Data Scientist – Metrics in New York, NY",1
"Senior Data Scientist – Refinitiv Labs, New York City",2
Senior Data Scientist — Aquarius Professional Staffing,1
"Senior Data Scientist, Advanced Analytics & Data Engineering",1
"Senior Data Scientist, Advanced Marketing Analytics",1
"Senior Data Scientist, Advanced Marketing Analytics in New York, NY",1
"Senior Data Scientist, Amazon Devices",1
"Senior Data Scientist, Analyst (Invest)",1
"Senior Data Scientist, Analytics Lab Team",2
"Senior Data Scientist, Analytics Platform as a Service",1
"Senior Data Scientist, Analytics Platform as a Service in Boston, MA",1
"Senior Data Scientist, Analytics and Advertising in Greenwich, Connecticut | Careers at Interacti...",1
"Senior Data Scientist, Analytics in New York, NY",1
"Senior Data Scientist, Applied Sciences",2
"Senior Data Scientist, Business Analytics",12
"Senior Data Scientist, Business Analytics in Mountain View, CA",2
"Senior Data Scientist, CLM",1
"Senior Data Scientist, CPG",1
"Senior Data Scientist, Commercial Analytics",1
"Senior Data Scientist, Consumer Analytics",1
"Senior Data Scientist, Consumer Analytics in Seattle, WA",1
"Senior Data Scientist, Data Privacy  (Relo to Boston)",1
"Senior Data Scientist, Data Products & Machine Learning in San Francisco, CA",1
"Senior Data Scientist, De-Identification (Relo to Boston)",1
"Senior Data Scientist, Decision Science",1
"Senior Data Scientist, Decision Science in San Francisco, CA",1
"Senior Data Scientist, Deep Learning (Relo to Boston)",7
"Senior Data Scientist, Experimentation Practice in New York, NY",1
"Senior Data Scientist, Forecasting",1
"Senior Data Scientist, Growth",1
"Senior Data Scientist, Growth Insights",2
"Senior Data Scientist, Healthcare",5
"Senior Data Scientist, Home Loans in Seattle, WA",1
"Senior Data Scientist, IMDb TV",1
"Senior Data Scientist, Lifestream",1
"Senior Data Scientist, Machine Learning",1
"Senior Data Scientist, Maps Metrics",1
"Senior Data Scientist, Marketing Analytics",2
"Senior Data Scientist, Member Experience",3
"Senior Data Scientist, Mobile",1
"Senior Data Scientist, NLP - Hux",2
"Senior Data Scientist, Non Profit Cloud - Salesforce.org",3
"Senior Data Scientist, Online",1
"Senior Data Scientist, Operation Analytics",3
"Senior Data Scientist, Operations Research in San Francisco, CA",1
"Senior Data Scientist, Personalization",1
"Senior Data Scientist, Predictive Modeling",1
"Senior Data Scientist, Privacy and Data Security (Office of Technology and Data Science)",1
"Senior Data Scientist, Product",2
"Senior Data Scientist, Product - Resume Search",1
"Senior Data Scientist, Product Analytics",1
"Senior Data Scientist, Product Analytics in San Francisco, CA",1
"Senior Data Scientist, Research",1
"Senior Data Scientist, Research Test and Learn",1
"Senior Data Scientist, SNKRS",1
"Senior Data Scientist, Sales Insights & Analytics",7
"Senior Data Scientist, Seller",1
"Senior Data Scientist, Systems Intelligence",1
"Senior Data Scientist, Technical Analytics",2
"Senior Data Scientist, True North",2
"Senior Data Scientist, VP",8
"Senior Data Scientist, VSP Vision Care",2
"Senior Data Scientist, VSP Vision care",1
"Senior Data Scientist, VSP Vision care in Rancho Cordova, CA",1
"Senior Data Scientist, WW Sales Finance - Advanced Analytics",4
"Senior Data Scientist, Wholesale Credit Technology",1
"Senior Data Scientist, Wholesale Credit and Banking Technology",1
"Senior Data Scientist, Xpring",1
"Senior Data Scientist- AWS Partner- Durham, NC!",2
Senior Data Scientist- AWS- New York- $130K-$150K,1
Senior Data Scientist- Allstate Roadside Services,2
Senior Data Scientist- Atlanta,2
"Senior Data Scientist- Atlanta, GA- $150K+",1
Senior Data Scientist- Computer Vision,3
Senior Data Scientist- Consumer Product,1
Senior Data Scientist- Health,2
"Senior Data Scientist- Houston, TX",1
Senior Data Scientist- Machine Learning,2
Senior Data Scientist- RTP - 140k+,1
"Senior Data Scientist- Rochester, NY - $120k",2
Senior Data Scientist- Startup- Healthcare - $120k,1
Senior Data Scientist-Data Privacy,2
Senior Data Scientist-NYC-$170k,1
Senior Data Scientist-NYC-$190k,3
"Senior Data Scientist-Princeton, NJ-$170k",1
Senior Data Scientist/ Strategic Analysis,1
Senior Data Scientist/Analytic Consultant 5,1
Senior Data Scientist/Business Analyst,4
"Senior Data Scientist/Data Scientist, Research Informatics",3
Senior Data Scientist/Engineer-Contract to Hire,1
Senior Data Scientist/Machine Learning Lead,1
Senior Data Scientist/Senior Data Analytics consultant,1
"Senior Data Scientist/Statistician in San Jose, CA",1
Senior Data Scientist: Data Analytics / Machine Learning,2
Senior Data Scientist - Customer Aligned,3
Senior Data Scientist—Market Research,1
Senior Deep Learning Data Scientist,2
"Senior Deep Learning Data Scientist, RAPIDS - AI in Santa Clara, CA",1
"Senior Director I, Data Scientist",1
"Senior Director, Data Scientist - Small Business Card, Behavioral Modeling",1
Senior Engineer and Data Scientist,1
Senior Full Stack Data Scientist,1
"Senior HR Data Scientist - Secaucus, NJ",1
Senior Human Resources Data Scientist,2
"Senior Human Resources Data Scientist - Secaucus, NJ",1
Senior Information Security - Data Scientist,1
Senior Lead Machine Learning Engineer/Data Scientist,4
Senior Level Data Scientist,1
"Senior Level Data Scientist in Chicago, IL",1
Senior Machine Learning (ML) Data Scientist,1
"Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics in Ashburn, VA",1
Senior Machine Learning Data Scientist,4
"Senior Machine Learning Data Scientist in Boston, MA",1
"Senior Machine Learning Engineer & Data Scientist in Palo Alto, CA",1
Senior Machine Learning Engineer / Data Scientist,2
"Senior Manager (Data Scientist), Decision Analytics Services",1
"Senior Manager (Data Scientist), Decision Analytics Services in Columbus, OH",1
Senior Manager - Data Scientist (Business Intelligence & Advanced Analytics),3
Senior Manager Data Scientist,2
"Senior Manager, Data Scientist",2
"Senior Manager, Data Scientist and Architect",2
"Senior Manager, RWI Data Scientist",1
Senior Marketing Data Scientist,2
Senior Medical Data Scientist,5
Senior NLP Data Scientist / Analytic Consultant 5,5
Senior Operations Data Scientist,1
Senior Principal Data Scientist,7
"Senior Principal Data Scientist in Santa Ana, CA",1
Senior Principal Marketing Data Scientist - SEO,1
Senior Principal Software Data Scientist,1
"Senior Principal, Data Scientist",2
Senior Python Developer / Data Scientist,1
Senior Quality - Data Scientist,1
"Senior Regulatory Data Scientist in Chicago, IL",1
"Senior Research Consultant (Data Scientist) - Schaumburg or Chicago, IL",1
"Senior Research Scientist/Data Scientist, Machine Learning",2
Senior SEO Data Scientist,2
Senior Security Data Scientist,1
Senior Software Engineer / Problem Resolution Engineer / Data Scientist,2
"Senior Staff Data Scientist (OFS) - Houston, TX",3
Senior Statistician / Data Scientist,1
Senior Statistician/Data Scientist,1
Senior Vice President – Data Scientist,2
"Senior Vice President, Chief Data Scientist",2
Senior level Data Scientist,1
Senior level Data Scientist---Boston---170K+,1
"Senior, Principal Data Scientist",5
Senior-Advanced Analytics (Data Scientist),1
Senior/Principal Data Scientist,2
ServiceNow@IBM Data Scientist,2
"Services - Data Scientist, NSW",1
"Siri - Data Scientist, Data organization",1
"Siri - Embedded Data Scientist, Data Organization",11
Siri - Senior Data Scientist (Machine Learning & Natural Language),1
Social Data Scientist,1
Software Data Scientist 3/4,2
Software Developer/ Data scientist/ Electrical Engineer(EIS),1
Software Developer/Data Scientist,1
"Software Engineer / Data Scientist, Fleet Analytics in Palo Alto, CA",1
Software Engineer/Data Scientist,7
Software Engineer/Machine Learning Engineer/Data Scientist,1
Software Engineer\Data Scientist,1
"Soil Health Data Scientist in Boston, MA",1
Solution Engineer/Data Scientist Intern,2
Spatial Data Scientist,5
Splunk Data Scientist,4
Sports Medicine Data Scientist - Contractor,1
"Sr Analyst, Data Scientist",1
Sr Associate – Data Scientist,2
Sr Data Analyst / Sr Data Scientist,7
Sr Data Scientist,81
Sr Data Scientist (Actuaries Apply),1
Sr Data Scientist (HCE),1
"Sr Data Scientist (Revenue Protection) in Villa Park, IL",1
Sr Data Scientist (perm),1
Sr Data Scientist - Artificial Intelligence Architect,18
Sr Data Scientist - Exelon Utilities (Customer),3
Sr Data Scientist - Grid Intelligence (Exelon Utilities),3
Sr Data Scientist - NYC,3
Sr Data Scientist - NYC - 200K,1
Sr Data Scientist - Operations Research,2
Sr Data Scientist - TS/SCI w/ Poly,3
Sr Data Scientist / Machine Learning Engineer,1
Sr Data Scientist Fraud Detection,1
Sr Data Scientist II,1
Sr Data Scientist With NLP,1
"Sr Data Scientist in Alpharetta, GA",1
"Sr Data Scientist in Chicago, IL",1
"Sr Data Scientist in Minneapolis, MN",1
"Sr Data Scientist in Oldsmar, FL",1
"Sr Data Scientist in Plymouth Meeting, PA",1
"Sr Data Scientist in Portland, OR",1
"Sr Data Scientist in Saint Paul, MN",1
Sr Data Scientist with ETL,2
Sr Data Scientist – Artificial Intelligence Architect,3
"Sr Data Scientist, Connected Assets",6
"Sr Data Scientist, Risk",2
Sr Data Scientist- Assortment Optimization,3
Sr Data Scientist-Assortment Strategy & Segmentation,3
Sr Data Scientist-LPB,1
Sr Data Scientist/ Machine learning,1
Sr Data Scientist/Machine learning software engineer,2
Sr Data Scientist/Machine learning software engineer opportunity,1
"Sr Data scientist at San Jose, CA (No third party)",1
Sr Demand Forecasting Data Scientist,1
"Sr Lead Data Scientist in Broomfield, CO",1
Sr Manager - Data Scientist,1
Sr Principal Data Scientist,1
"Sr Principal Data Scientist (NiFi, DHF)",1
Sr Security Data Scientist - WiCyS,5
"Sr Staff Data Scientist-Minden, NV",1
Sr Strategic Consultant / Data Scientist (Patient Access),2
"Sr Threat Hunting Analyst/Security Data Scientist - Houston, TX",2
Sr. Analyst - Data Scientist,1
"Sr. Associate, Data Scientist",7
"Sr. Associate, Data Scientist - Customer Analytics",1
"Sr. Associate, Data Scientist Machine Learning",1
"Sr. Associate, Data Scientist NLP",6
"Sr. Associate, Data Scientist Natural Language Processing",8
"Sr. Associate, Data Scientist, Machine Learning",3
"Sr. Associate, Data Scientist, NLP",2
"Sr. Associate, Data Scientist, NLP, Financial Services",4
"Sr. Associate, Data Scientist, Natural Language Processing",11
Sr. Computational Biologist/Data Scientist,1
Sr. Data Analyst/Data Scientist,1
Sr. Data Scientist,203
Sr. Data Scientist (Big Data Analytics),1
Sr. Data Scientist (Can work on Xoriant W2),1
Sr. Data Scientist (Cross-Domain Analysis) (L2/L3),1
Sr. Data Scientist (I-III),2
Sr. Data Scientist (IT),1
"Sr. Data Scientist (ML, AI)",1
Sr. Data Scientist (Marketing),1
Sr. Data Scientist (Statistical & Python),1
"Sr. Data Scientist - 180k - NYC, NJ",2
"Sr. Data Scientist - 180k - Relocation to NYC, NJ",1
Sr. Data Scientist - AWS Infrastructure Analytics,3
"Sr. Data Scientist - Advanced Video Advertising in Chicago, IL",1
Sr. Data Scientist - Analytic Consultant 5,1
Sr. Data Scientist - Analytics,2
Sr. Data Scientist - Cyber Security / Lower Manhattan / Python / Big Data,1
Sr. Data Scientist - DC - $65/hr,2
Sr. Data Scientist - Deep Learning and NLP Expert,2
Sr. Data Scientist - Fraud Detection/AML/Lower Manhattan,1
Sr. Data Scientist - Global Talent Management,1
Sr. Data Scientist - Healthcare Analytics,2
Sr. Data Scientist - Insights,2
Sr. Data Scientist - Life Solutions Data Science,2
"Sr. Data Scientist - Life Solutions Data Science in Boston, MA",1
Sr. Data Scientist - Machine Learning,2
Sr. Data Scientist - Mercury Team,1
Sr. Data Scientist - Music,1
Sr. Data Scientist - OE,1
"Sr. Data Scientist - Santa Ana, CA",3
Sr. Data Scientist - Speech & Text-Quantitative Analytics Consultant 1,1
Sr. Data Scientist - Worldwide Public Sector Team,1
Sr. Data Scientist - Zoro,1
Sr. Data Scientist / Computer Vision-Project Lead (Manufacturing Quality Engineering Focused),2
Sr. Data Scientist / Data Scientist,2
"Sr. Data Scientist / Machine Learning, Statistics, Coding",1
Sr. Data Scientist 1609,1
Sr. Data Scientist Leadership Program (DSLP),1
"Sr. Data Scientist Leadership Program (DSLP) in Minneapolis, MN",1
Sr. Data Scientist RTI,1
Sr. Data Scientist San Francisco,2
"Sr. Data Scientist in Atlanta, GA",1
"Sr. Data Scientist in Chicago, IL",4
"Sr. Data Scientist in Columbia, MD",2
"Sr. Data Scientist in Herndon, VA",3
"Sr. Data Scientist in Irvine, CA",1
"Sr. Data Scientist in New York, NY",1
"Sr. Data Scientist in Oldsmar, FL",1
"Sr. Data Scientist in Palo Alto, CA",1
"Sr. Data Scientist in Saint Louis, MO",1
"Sr. Data Scientist in San Francisco, CA",2
"Sr. Data Scientist in Wausau, WI",1
Sr. Data Scientist wanted for SaaS Fintech helping people in nee,3
Sr. Data Scientist – Data for Insights Practice,1
"Sr. Data Scientist – Data for Insights Practice in New York, NY",1
Sr. Data Scientist – Premium Analytics,1
Sr. Data Scientist – Senior Solution Specialist - USDC,2
Sr. Data Scientist(NLP),1
"Sr. Data Scientist, Apple Retail Data Sciences",1
"Sr. Data Scientist, Computational Biology in Lehi, UT",1
"Sr. Data Scientist, Core Experience Advertising in Needham, MA",1
"Sr. Data Scientist, Core Experiences Advertising in New York, NY",1
"Sr. Data Scientist, Geometric 3D Deep Learning",1
"Sr. Data Scientist, Insights & Analytics",2
"Sr. Data Scientist, Internal Audit",1
"Sr. Data Scientist, Machine Learning",2
"Sr. Data Scientist, Manhattan",1
"Sr. Data Scientist, NLP",1
"Sr. Data Scientist, Personalization - SRC0326SRDS",1
"Sr. Data Scientist, Product Analytics",1
"Sr. Data Scientist, Real - time Bidding",1
"Sr. Data Scientist, SBO",1
"Sr. Data Scientist, Transactions in San Francisco, CA",1
"Sr. Data Scientist, Trulia in San Francisco, CA",1
"Sr. Data Scientist, ZO Closing Service in San Francisco, CA",1
Sr. Data Scientist- Accelerated Enrollment Solutions (AES),1
Sr. Data Scientist- Buckhead- $140K+,1
"Sr. Data Scientist- Decatur, IL",3
Sr. Data Scientist- Machine Learning,4
Sr. Data Scientist- Machine Learning/AI,1
"Sr. Data Scientist- R & D in New York, NY",1
Sr. Data Scientist-Hospital & Provider Contracting,1
Sr. Data Scientist/ NLP Researcher,1
Sr. Data Scientist/Analytic Consultant 5,1
Sr. Data Scientist/Computer Vision Specialist,1
Sr. Data Scientist/Data Analyst (SAS),1
Sr. Data Scientist/Project Manager,2
Sr. Data Scientist: Computer Vision & Deep Learning,2
"Sr. Director, Data Scientist Customer Experience",1
"Sr. Director, Data Scientist Customer Experience in Bentonville, AR",1
Sr. Health Analytics Data Scientist,1
Sr. Machine Learning (Data Scientist),2
Sr. Machine Learning (Data Scientist) _ NJ,1
Sr. Machine Learning (Data Scientist) _ NYC,2
Sr. Machine Learning Data Scientist,1
Sr. Machine Learning Engineer (Data Scientist) _ NYC,1
Sr. Marketing Data Scientist,1
"Sr. Mgr, Data Scientist",1
Sr. NLP Data Scientist,1
Sr. Predictive Data Scientist (Data Scientist 4),1
Sr. Principal Data Scientist,8
"Sr. Principal Data Scientist - Redondo Beach, CA (Top Secret & SCI required)",1
"Sr. Principal Data Scientist in Needham, MA",1
Sr. Quantitative Data Scientist,1
Sr. Security Data Scientist,2
